,time,area,count
6416,2023-03-16 12:35:00,North Park,36
6417,2023-03-16 12:35:00,Point Loma,4
6418,2023-03-16 12:35:00,Talmadge,20
6419,2023-03-16 12:35:00,University Heights,38
6420,2023-03-16 12:36:00,Bankers Hill,339
6421,2023-03-16 12:36:00,Barrio Logan,10
6422,2023-03-16 12:36:00,College,1
6423,2023-03-16 12:36:00,Columbia,145
6424,2023-03-16 12:36:00,Core,159
6425,2023-03-16 12:36:00,Cortez,23
6426,2023-03-16 12:36:00,Cortez Hill,157
6427,2023-03-16 12:36:00,East Village,694
6428,2023-03-16 12:36:00,Five Points,93
6429,2023-03-16 12:36:00,Gaslamp,178
6430,2023-03-16 12:36:00,Golden Hill,6
6431,2023-03-16 12:36:00,Hillcrest,471
6432,2023-03-16 12:36:00,Little Italy,372
6433,2023-03-16 12:36:00,Marina,463
6434,2023-03-16 12:36:00,Mission Hills,75
6435,2023-03-16 12:36:00,North Park,35
6436,2023-03-16 12:36:00,Point Loma,4
6437,2023-03-16 12:36:00,Talmadge,20
6438,2023-03-16 12:36:00,University Heights,37
6439,2023-03-16 12:37:00,Bankers Hill,342
6440,2023-03-16 12:37:00,Barrio Logan,10
6441,2023-03-16 12:37:00,College,3
6442,2023-03-16 12:37:00,Columbia,150
6443,2023-03-16 12:37:00,Core,161
6444,2023-03-16 12:37:00,Cortez,22
6445,2023-03-16 12:37:00,Cortez Hill,153
6446,2023-03-16 12:37:00,East Village,693
6447,2023-03-16 12:37:00,Five Points,94
6448,2023-03-16 12:37:00,Gaslamp,179
6449,2023-03-16 12:37:00,Golden Hill,6
6450,2023-03-16 12:37:00,Hillcrest,471
6451,2023-03-16 12:37:00,Little Italy,374
6452,2023-03-16 12:37:00,Marina,460
6453,2023-03-16 12:37:00,Mission Hills,74
6454,2023-03-16 12:37:00,North Park,34
6455,2023-03-16 12:37:00,Point Loma,4
6456,2023-03-16 12:37:00,Talmadge,20
6457,2023-03-16 12:37:00,University Heights,35
6458,2023-03-16 12:38:00,Bankers Hill,348
6459,2023-03-16 12:38:00,Barrio Logan,10
6460,2023-03-16 12:38:00,College,3
6461,2023-03-16 12:38:00,Columbia,153
6462,2023-03-16 12:38:00,Core,163
6463,2023-03-16 12:38:00,Cortez,23
6464,2023-03-16 12:38:00,Cortez Hill,154
6465,2023-03-16 12:38:00,East Village,695
6466,2023-03-16 12:38:00,Five Points,94
6467,2023-03-16 12:38:00,Gaslamp,179
6468,2023-03-16 12:38:00,Golden Hill,6
6469,2023-03-16 12:38:00,Hillcrest,474
6470,2023-03-16 12:38:00,Little Italy,372
6471,2023-03-16 12:38:00,Marina,459
6472,2023-03-16 12:38:00,Mission Hills,72
6473,2023-03-16 12:38:00,North Park,34
6474,2023-03-16 12:38:00,Point Loma,4
6475,2023-03-16 12:38:00,Talmadge,19
6476,2023-03-16 12:38:00,University Heights,36
6477,2023-03-16 12:39:00,Bankers Hill,352
6478,2023-03-16 12:39:00,Barrio Logan,10
6479,2023-03-16 12:39:00,College,3
6480,2023-03-16 12:39:00,Columbia,153
6481,2023-03-16 12:39:00,Core,165
6482,2023-03-16 12:39:00,Cortez,24
6483,2023-03-16 12:39:00,Cortez Hill,154
6484,2023-03-16 12:39:00,East Village,692
6485,2023-03-16 12:39:00,Five Points,95
6486,2023-03-16 12:39:00,Gaslamp,179
6487,2023-03-16 12:39:00,Golden Hill,6
6488,2023-03-16 12:39:00,Hillcrest,475
6489,2023-03-16 12:39:00,Little Italy,372
6490,2023-03-16 12:39:00,Marina,458
6491,2023-03-16 12:39:00,Mission Hills,72
6492,2023-03-16 12:39:00,North Park,34
6493,2023-03-16 12:39:00,Point Loma,4
6494,2023-03-16 12:39:00,Talmadge,18
6495,2023-03-16 12:39:00,University Heights,36
6496,2023-03-16 12:40:00,Bankers Hill,347
6497,2023-03-16 12:40:00,Barrio Logan,10
6498,2023-03-16 12:40:00,College,3
6499,2023-03-16 12:40:00,Columbia,153
6500,2023-03-16 12:40:00,Core,163
6501,2023-03-16 12:40:00,Cortez,24
6502,2023-03-16 12:40:00,Cortez Hill,154
6503,2023-03-16 12:40:00,East Village,703
6504,2023-03-16 12:40:00,Five Points,98
6505,2023-03-16 12:40:00,Gaslamp,179
6506,2023-03-16 12:40:00,Golden Hill,5
6507,2023-03-16 12:40:00,Hillcrest,479
6508,2023-03-16 12:40:00,Little Italy,373
6509,2023-03-16 12:40:00,Marina,454
6510,2023-03-16 12:40:00,Mission Hills,71
6511,2023-03-16 12:40:00,North Park,35
6512,2023-03-16 12:40:00,Point Loma,4
6513,2023-03-16 12:40:00,Talmadge,18
6514,2023-03-16 12:40:00,University Heights,36
6515,2023-03-16 12:41:00,Bankers Hill,343
6516,2023-03-16 12:41:00,Barrio Logan,11
6517,2023-03-16 12:41:00,College,3
6518,2023-03-16 12:41:00,Columbia,153
6519,2023-03-16 12:41:00,Core,160
6520,2023-03-16 12:41:00,Cortez,23
6521,2023-03-16 12:41:00,Cortez Hill,155
6522,2023-03-16 12:41:00,East Village,708
6523,2023-03-16 12:41:00,Five Points,99
6524,2023-03-16 12:41:00,Gaslamp,179
6525,2023-03-16 12:41:00,Golden Hill,5
6526,2023-03-16 12:41:00,Hillcrest,476
6527,2023-03-16 12:41:00,Little Italy,374
6528,2023-03-16 12:41:00,Marina,455
6529,2023-03-16 12:41:00,Mission Hills,70
6530,2023-03-16 12:41:00,North Park,35
6531,2023-03-16 12:41:00,Point Loma,4
6532,2023-03-16 12:41:00,Talmadge,17
6533,2023-03-16 12:41:00,University Heights,38
6534,2023-03-16 12:42:00,Bankers Hill,350
6535,2023-03-16 12:42:00,Barrio Logan,11
6536,2023-03-16 12:42:00,College,3
6537,2023-03-16 12:42:00,Columbia,154
6538,2023-03-16 12:42:00,Core,163
6539,2023-03-16 12:42:00,Cortez,23
6540,2023-03-16 12:42:00,Cortez Hill,152
6541,2023-03-16 12:42:00,East Village,706
6542,2023-03-16 12:42:00,Five Points,100
6543,2023-03-16 12:42:00,Gaslamp,177
6544,2023-03-16 12:42:00,Golden Hill,5
6545,2023-03-16 12:42:00,Hillcrest,478
6546,2023-03-16 12:42:00,Little Italy,380
6547,2023-03-16 12:42:00,Marina,455
6548,2023-03-16 12:42:00,Mission Hills,69
6549,2023-03-16 12:42:00,North Park,34
6550,2023-03-16 12:42:00,Point Loma,3
6551,2023-03-16 12:42:00,Talmadge,17
6552,2023-03-16 12:42:00,University Heights,37
6553,2023-03-16 12:43:00,Bankers Hill,349
6554,2023-03-16 12:43:00,Barrio Logan,11
6555,2023-03-16 12:43:00,College,3
6556,2023-03-16 12:43:00,Columbia,157
6557,2023-03-16 12:43:00,Core,161
6558,2023-03-16 12:43:00,Cortez,22
6559,2023-03-16 12:43:00,Cortez Hill,155
6560,2023-03-16 12:43:00,East Village,707
6561,2023-03-16 12:43:00,Five Points,103
6562,2023-03-16 12:43:00,Gaslamp,175
6563,2023-03-16 12:43:00,Golden Hill,6
6564,2023-03-16 12:43:00,Hillcrest,482
6565,2023-03-16 12:43:00,Little Italy,380
6566,2023-03-16 12:43:00,Marina,450
6567,2023-03-16 12:43:00,Mission Hills,68
6568,2023-03-16 12:43:00,North Park,33
6569,2023-03-16 12:43:00,Point Loma,3
6570,2023-03-16 12:43:00,Talmadge,16
6571,2023-03-16 12:43:00,University Heights,36
6572,2023-03-16 12:44:00,Bankers Hill,352
6573,2023-03-16 12:44:00,Barrio Logan,11
6574,2023-03-16 12:44:00,College,3
6575,2023-03-16 12:44:00,Columbia,156
6576,2023-03-16 12:44:00,Core,163
6577,2023-03-16 12:44:00,Cortez,21
6578,2023-03-16 12:44:00,Cortez Hill,156
6579,2023-03-16 12:44:00,East Village,711
6580,2023-03-16 12:44:00,Five Points,101
6581,2023-03-16 12:44:00,Gaslamp,177
6582,2023-03-16 12:44:00,Golden Hill,5
6583,2023-03-16 12:44:00,Hillcrest,475
6584,2023-03-16 12:44:00,Little Italy,377
6585,2023-03-16 12:44:00,Marina,446
6586,2023-03-16 12:44:00,Mission Hills,69
6587,2023-03-16 12:44:00,North Park,31
6588,2023-03-16 12:44:00,Point Loma,3
6589,2023-03-16 12:44:00,Talmadge,16
6590,2023-03-16 12:44:00,University Heights,35
6591,2023-03-16 12:45:00,Bankers Hill,351
6592,2023-03-16 12:45:00,Barrio Logan,11
6593,2023-03-16 12:45:00,College,3
6594,2023-03-16 12:45:00,Columbia,158
6595,2023-03-16 12:45:00,Core,162
6596,2023-03-16 12:45:00,Cortez,22
6597,2023-03-16 12:45:00,Cortez Hill,153
6598,2023-03-16 12:45:00,East Village,719
6599,2023-03-16 12:45:00,Five Points,102
6600,2023-03-16 12:45:00,Gaslamp,175
6601,2023-03-16 12:45:00,Golden Hill,5
6602,2023-03-16 12:45:00,Hillcrest,471
6603,2023-03-16 12:45:00,Little Italy,377
6604,2023-03-16 12:45:00,Marina,441
6605,2023-03-16 12:45:00,Mission Hills,68
6606,2023-03-16 12:45:00,North Park,30
6607,2023-03-16 12:45:00,Point Loma,3
6608,2023-03-16 12:45:00,Talmadge,16
6609,2023-03-16 12:45:00,University Heights,36
6610,2023-03-16 12:46:00,Bankers Hill,353
6611,2023-03-16 12:46:00,Barrio Logan,11
6612,2023-03-16 12:46:00,College,3
6613,2023-03-16 12:46:00,Columbia,157
6614,2023-03-16 12:46:00,Core,159
6615,2023-03-16 12:46:00,Cortez,22
6616,2023-03-16 12:46:00,Cortez Hill,153
6617,2023-03-16 12:46:00,East Village,718
6618,2023-03-16 12:46:00,Five Points,102
6619,2023-03-16 12:46:00,Gaslamp,174
6620,2023-03-16 12:46:00,Golden Hill,4
6621,2023-03-16 12:46:00,Hillcrest,474
6622,2023-03-16 12:46:00,Little Italy,374
6623,2023-03-16 12:46:00,Marina,440
6624,2023-03-16 12:46:00,Mission Hills,65
6625,2023-03-16 12:46:00,North Park,32
6626,2023-03-16 12:46:00,Point Loma,3
6627,2023-03-16 12:46:00,Talmadge,16
6628,2023-03-16 12:46:00,University Heights,34
6629,2023-03-16 12:47:00,Bankers Hill,354
6630,2023-03-16 12:47:00,Barrio Logan,11
6631,2023-03-16 12:47:00,College,3
6632,2023-03-16 12:47:00,Columbia,160
6633,2023-03-16 12:47:00,Core,158
6634,2023-03-16 12:47:00,Cortez,22
6635,2023-03-16 12:47:00,Cortez Hill,151
6636,2023-03-16 12:47:00,East Village,724
6637,2023-03-16 12:47:00,Five Points,105
6638,2023-03-16 12:47:00,Gaslamp,174
6639,2023-03-16 12:47:00,Golden Hill,4
6640,2023-03-16 12:47:00,Hillcrest,471
6641,2023-03-16 12:47:00,Little Italy,379
6642,2023-03-16 12:47:00,Marina,443
6643,2023-03-16 12:47:00,Mission Hills,69
6644,2023-03-16 12:47:00,North Park,35
6645,2023-03-16 12:47:00,Point Loma,3
6646,2023-03-16 12:47:00,Talmadge,15
6647,2023-03-16 12:47:00,University Heights,33
6648,2023-03-16 12:48:00,Bankers Hill,353
6649,2023-03-16 12:48:00,Barrio Logan,11
6650,2023-03-16 12:48:00,College,3
6651,2023-03-16 12:48:00,Columbia,160
6652,2023-03-16 12:48:00,Core,160
6653,2023-03-16 12:48:00,Cortez,22
6654,2023-03-16 12:48:00,Cortez Hill,150
6655,2023-03-16 12:48:00,East Village,724
6656,2023-03-16 12:48:00,Five Points,109
6657,2023-03-16 12:48:00,Gaslamp,176
6658,2023-03-16 12:48:00,Golden Hill,4
6659,2023-03-16 12:48:00,Hillcrest,468
6660,2023-03-16 12:48:00,Little Italy,378
6661,2023-03-16 12:48:00,Marina,442
6662,2023-03-16 12:48:00,Mission Hills,68
6663,2023-03-16 12:48:00,North Park,35
6664,2023-03-16 12:48:00,Point Loma,3
6665,2023-03-16 12:48:00,Talmadge,15
6666,2023-03-16 12:48:00,University Heights,32
6667,2023-03-16 12:49:00,Bankers Hill,345
6668,2023-03-16 12:49:00,Barrio Logan,10
6669,2023-03-16 12:49:00,College,3
6670,2023-03-16 12:49:00,Columbia,159
6671,2023-03-16 12:49:00,Core,160
6672,2023-03-16 12:49:00,Cortez,22
6673,2023-03-16 12:49:00,Cortez Hill,150
6674,2023-03-16 12:49:00,East Village,727
6675,2023-03-16 12:49:00,Five Points,115
6676,2023-03-16 12:49:00,Gaslamp,177
6677,2023-03-16 12:49:00,Golden Hill,4
6678,2023-03-16 12:49:00,Hillcrest,463
6679,2023-03-16 12:49:00,Little Italy,380
6680,2023-03-16 12:49:00,Marina,442
6681,2023-03-16 12:49:00,Mission Hills,67
6682,2023-03-16 12:49:00,North Park,33
6683,2023-03-16 12:49:00,Point Loma,3
6684,2023-03-16 12:49:00,Talmadge,14
6685,2023-03-16 12:49:00,University Heights,31
6686,2023-03-16 12:50:00,Bankers Hill,343
6687,2023-03-16 12:50:00,Barrio Logan,10
6688,2023-03-16 12:50:00,College,3
6689,2023-03-16 12:50:00,Columbia,156
6690,2023-03-16 12:50:00,Core,159
6691,2023-03-16 12:50:00,Cortez,22
6692,2023-03-16 12:50:00,Cortez Hill,151
6693,2023-03-16 12:50:00,East Village,724
6694,2023-03-16 12:50:00,Five Points,114
6695,2023-03-16 12:50:00,Gaslamp,180
6696,2023-03-16 12:50:00,Golden Hill,4
6697,2023-03-16 12:50:00,Hillcrest,462
6698,2023-03-16 12:50:00,Little Italy,379
6699,2023-03-16 12:50:00,Marina,445
6700,2023-03-16 12:50:00,Mission Hills,67
6701,2023-03-16 12:50:00,North Park,33
6702,2023-03-16 12:50:00,Point Loma,3
6703,2023-03-16 12:50:00,Talmadge,14
6704,2023-03-16 12:50:00,University Heights,32
6705,2023-03-16 12:51:00,Bankers Hill,344
6706,2023-03-16 12:51:00,Barrio Logan,10
6707,2023-03-16 12:51:00,College,3
6708,2023-03-16 12:51:00,Columbia,152
6709,2023-03-16 12:51:00,Core,160
6710,2023-03-16 12:51:00,Cortez,21
6711,2023-03-16 12:51:00,Cortez Hill,153
6712,2023-03-16 12:51:00,East Village,725
6713,2023-03-16 12:51:00,Five Points,114
6714,2023-03-16 12:51:00,Gaslamp,179
6715,2023-03-16 12:51:00,Golden Hill,3
6716,2023-03-16 12:51:00,Hillcrest,465
6717,2023-03-16 12:51:00,Little Italy,377
6718,2023-03-16 12:51:00,Marina,445
6719,2023-03-16 12:51:00,Mission Hills,68
6720,2023-03-16 12:51:00,North Park,32
6721,2023-03-16 12:51:00,Point Loma,3
6722,2023-03-16 12:51:00,Talmadge,14
6723,2023-03-16 12:51:00,University Heights,32
6724,2023-03-16 12:52:00,Bankers Hill,338
6725,2023-03-16 12:52:00,Barrio Logan,10
6726,2023-03-16 12:52:00,College,3
6727,2023-03-16 12:52:00,Columbia,151
6728,2023-03-16 12:52:00,Core,161
6729,2023-03-16 12:52:00,Cortez,21
6730,2023-03-16 12:52:00,Cortez Hill,154
6731,2023-03-16 12:52:00,East Village,719
6732,2023-03-16 12:52:00,Five Points,115
6733,2023-03-16 12:52:00,Gaslamp,179
6734,2023-03-16 12:52:00,Golden Hill,3
6735,2023-03-16 12:52:00,Hillcrest,462
6736,2023-03-16 12:52:00,Little Italy,383
6737,2023-03-16 12:52:00,Marina,449
6738,2023-03-16 12:52:00,Mission Hills,71
6739,2023-03-16 12:52:00,North Park,33
6740,2023-03-16 12:52:00,Point Loma,3
6741,2023-03-16 12:52:00,Talmadge,15
6742,2023-03-16 12:52:00,University Heights,32
6743,2023-03-16 12:53:00,Bankers Hill,344
6744,2023-03-16 12:53:00,Barrio Logan,10
6745,2023-03-16 12:53:00,College,3
6746,2023-03-16 12:53:00,Columbia,150
6747,2023-03-16 12:53:00,Core,163
6748,2023-03-16 12:53:00,Cortez,21
6749,2023-03-16 12:53:00,Cortez Hill,156
6750,2023-03-16 12:53:00,East Village,720
6751,2023-03-16 12:53:00,Five Points,113
6752,2023-03-16 12:53:00,Gaslamp,178
6753,2023-03-16 12:53:00,Golden Hill,3
6754,2023-03-16 12:53:00,Hillcrest,469
6755,2023-03-16 12:53:00,Little Italy,386
6756,2023-03-16 12:53:00,Marina,449
6757,2023-03-16 12:53:00,Mission Hills,71
6758,2023-03-16 12:53:00,North Park,33
6759,2023-03-16 12:53:00,Point Loma,3
6760,2023-03-16 12:53:00,Talmadge,15
6761,2023-03-16 12:53:00,University Heights,34
6762,2023-03-16 12:54:00,Bankers Hill,342
6763,2023-03-16 12:54:00,Barrio Logan,9
6764,2023-03-16 12:54:00,College,3
6765,2023-03-16 12:54:00,Columbia,151
6766,2023-03-16 12:54:00,Core,163
6767,2023-03-16 12:54:00,Cortez,22
6768,2023-03-16 12:54:00,Cortez Hill,158
6769,2023-03-16 12:54:00,East Village,721
6770,2023-03-16 12:54:00,Five Points,113
6771,2023-03-16 12:54:00,Gaslamp,177
6772,2023-03-16 12:54:00,Golden Hill,3
6773,2023-03-16 12:54:00,Hillcrest,473
6774,2023-03-16 12:54:00,Little Italy,384
6775,2023-03-16 12:54:00,Marina,453
6776,2023-03-16 12:54:00,Mission Hills,70
6777,2023-03-16 12:54:00,North Park,34
6778,2023-03-16 12:54:00,Point Loma,3
6779,2023-03-16 12:54:00,Talmadge,15
6780,2023-03-16 12:54:00,University Heights,36
6781,2023-03-16 12:55:00,Bankers Hill,345
6782,2023-03-16 12:55:00,Barrio Logan,9
6783,2023-03-16 12:55:00,College,3
6784,2023-03-16 12:55:00,Columbia,151
6785,2023-03-16 12:55:00,Core,165
6786,2023-03-16 12:55:00,Cortez,22
6787,2023-03-16 12:55:00,Cortez Hill,158
6788,2023-03-16 12:55:00,East Village,727
6789,2023-03-16 12:55:00,Five Points,110
6790,2023-03-16 12:55:00,Gaslamp,184
6791,2023-03-16 12:55:00,Golden Hill,2
6792,2023-03-16 12:55:00,Hillcrest,472
6793,2023-03-16 12:55:00,Little Italy,385
6794,2023-03-16 12:55:00,Marina,453
6795,2023-03-16 12:55:00,Mission Hills,69
6796,2023-03-16 12:55:00,North Park,33
6797,2023-03-16 12:55:00,Point Loma,3
6798,2023-03-16 12:55:00,Talmadge,14
6799,2023-03-16 12:55:00,University Heights,36
6800,2023-03-16 12:56:00,Bankers Hill,346
6801,2023-03-16 12:56:00,Barrio Logan,10
6802,2023-03-16 12:56:00,College,3
6803,2023-03-16 12:56:00,Columbia,152
6804,2023-03-16 12:56:00,Core,167
6805,2023-03-16 12:56:00,Cortez,21
6806,2023-03-16 12:56:00,Cortez Hill,155
6807,2023-03-16 12:56:00,East Village,726
6808,2023-03-16 12:56:00,Five Points,109
6809,2023-03-16 12:56:00,Gaslamp,187
6810,2023-03-16 12:56:00,Golden Hill,2
6811,2023-03-16 12:56:00,Hillcrest,468
6812,2023-03-16 12:56:00,Little Italy,382
6813,2023-03-16 12:56:00,Marina,454
6814,2023-03-16 12:56:00,Mission Hills,70
6815,2023-03-16 12:56:00,North Park,33
6816,2023-03-16 12:56:00,Point Loma,3
6817,2023-03-16 12:56:00,Talmadge,13
6818,2023-03-16 12:56:00,University Heights,35
6819,2023-03-16 12:57:00,Bankers Hill,347
6820,2023-03-16 12:57:00,Barrio Logan,9
6821,2023-03-16 12:57:00,College,3
6822,2023-03-16 12:57:00,Columbia,152
6823,2023-03-16 12:57:00,Core,162
6824,2023-03-16 12:57:00,Cortez,23
6825,2023-03-16 12:57:00,Cortez Hill,156
6826,2023-03-16 12:57:00,East Village,734
6827,2023-03-16 12:57:00,Five Points,108
6828,2023-03-16 12:57:00,Gaslamp,188
6829,2023-03-16 12:57:00,Golden Hill,2
6830,2023-03-16 12:57:00,Hillcrest,464
6831,2023-03-16 12:57:00,Little Italy,385
6832,2023-03-16 12:57:00,Marina,458
6833,2023-03-16 12:57:00,Mission Hills,70
6834,2023-03-16 12:57:00,North Park,32
6835,2023-03-16 12:57:00,Point Loma,3
6836,2023-03-16 12:57:00,Talmadge,13
6837,2023-03-16 12:57:00,University Heights,35
6838,2023-03-16 12:58:00,Bankers Hill,342
6839,2023-03-16 12:58:00,Barrio Logan,9
6840,2023-03-16 12:58:00,College,3
6841,2023-03-16 12:58:00,Columbia,151
6842,2023-03-16 12:58:00,Core,159
6843,2023-03-16 12:58:00,Cortez,23
6844,2023-03-16 12:58:00,Cortez Hill,154
6845,2023-03-16 12:58:00,East Village,736
6846,2023-03-16 12:58:00,Five Points,109
6847,2023-03-16 12:58:00,Gaslamp,189
6848,2023-03-16 12:58:00,Golden Hill,2
6849,2023-03-16 12:58:00,Hillcrest,457
6850,2023-03-16 12:58:00,Little Italy,386
6851,2023-03-16 12:58:00,Marina,460
6852,2023-03-16 12:58:00,Mission Hills,70
6853,2023-03-16 12:58:00,North Park,32
6854,2023-03-16 12:58:00,Point Loma,3
6855,2023-03-16 12:58:00,Talmadge,12
6856,2023-03-16 12:58:00,University Heights,36
6857,2023-03-16 12:59:00,Bankers Hill,346
6858,2023-03-16 12:59:00,Barrio Logan,9
6859,2023-03-16 12:59:00,College,3
6860,2023-03-16 12:59:00,Columbia,150
6861,2023-03-16 12:59:00,Core,160
6862,2023-03-16 12:59:00,Cortez,22
6863,2023-03-16 12:59:00,Cortez Hill,153
6864,2023-03-16 12:59:00,East Village,738
6865,2023-03-16 12:59:00,Five Points,109
6866,2023-03-16 12:59:00,Gaslamp,194
6867,2023-03-16 12:59:00,Golden Hill,2
6868,2023-03-16 12:59:00,Hillcrest,458
6869,2023-03-16 12:59:00,Little Italy,388
6870,2023-03-16 12:59:00,Marina,463
6871,2023-03-16 12:59:00,Mission Hills,71
6872,2023-03-16 12:59:00,North Park,32
6873,2023-03-16 12:59:00,Point Loma,2
6874,2023-03-16 12:59:00,Talmadge,11
6875,2023-03-16 12:59:00,University Heights,37
6876,2023-03-16 13:00:00,Bankers Hill,345
6877,2023-03-16 13:00:00,Barrio Logan,9
6878,2023-03-16 13:00:00,College,3
6879,2023-03-16 13:00:00,Columbia,150
6880,2023-03-16 13:00:00,Core,161
6881,2023-03-16 13:00:00,Cortez,22
6882,2023-03-16 13:00:00,Cortez Hill,154
6883,2023-03-16 13:00:00,East Village,741
6884,2023-03-16 13:00:00,Five Points,109
6885,2023-03-16 13:00:00,Gaslamp,194
6886,2023-03-16 13:00:00,Golden Hill,3
6887,2023-03-16 13:00:00,Hillcrest,448
6888,2023-03-16 13:00:00,Little Italy,393
6889,2023-03-16 13:00:00,Marina,463
6890,2023-03-16 13:00:00,Mission Hills,67
6891,2023-03-16 13:00:00,North Park,29
6892,2023-03-16 13:00:00,Point Loma,2
6893,2023-03-16 13:00:00,Talmadge,11
6894,2023-03-16 13:00:00,University Heights,37
6895,2023-03-16 13:01:00,Bankers Hill,345
6896,2023-03-16 13:01:00,Barrio Logan,9
6897,2023-03-16 13:01:00,College,3
6898,2023-03-16 13:01:00,Columbia,151
6899,2023-03-16 13:01:00,Core,160
6900,2023-03-16 13:01:00,Cortez,22
6901,2023-03-16 13:01:00,Cortez Hill,150
6902,2023-03-16 13:01:00,East Village,740
6903,2023-03-16 13:01:00,Five Points,106
6904,2023-03-16 13:01:00,Gaslamp,194
6905,2023-03-16 13:01:00,Golden Hill,3
6906,2023-03-16 13:01:00,Hillcrest,442
6907,2023-03-16 13:01:00,Little Italy,400
6908,2023-03-16 13:01:00,Marina,458
6909,2023-03-16 13:01:00,Mission Hills,67
6910,2023-03-16 13:01:00,North Park,29
6911,2023-03-16 13:01:00,Point Loma,2
6912,2023-03-16 13:01:00,Talmadge,11
6913,2023-03-16 13:01:00,University Heights,38
6914,2023-03-16 13:02:00,Bankers Hill,348
6915,2023-03-16 13:02:00,Barrio Logan,9
6916,2023-03-16 13:02:00,College,3
6917,2023-03-16 13:02:00,Columbia,149
6918,2023-03-16 13:02:00,Core,160
6919,2023-03-16 13:02:00,Cortez,22
6920,2023-03-16 13:02:00,Cortez Hill,151
6921,2023-03-16 13:02:00,East Village,739
6922,2023-03-16 13:02:00,Five Points,108
6923,2023-03-16 13:02:00,Gaslamp,194
6924,2023-03-16 13:02:00,Golden Hill,3
6925,2023-03-16 13:02:00,Hillcrest,446
6926,2023-03-16 13:02:00,Little Italy,394
6927,2023-03-16 13:02:00,Marina,457
6928,2023-03-16 13:02:00,Mission Hills,70
6929,2023-03-16 13:02:00,North Park,29
6930,2023-03-16 13:02:00,Point Loma,2
6931,2023-03-16 13:02:00,Talmadge,12
6932,2023-03-16 13:02:00,University Heights,40
6933,2023-03-16 13:03:00,Bankers Hill,348
6934,2023-03-16 13:03:00,Barrio Logan,8
6935,2023-03-16 13:03:00,College,2
6936,2023-03-16 13:03:00,Columbia,148
6937,2023-03-16 13:03:00,Core,159
6938,2023-03-16 13:03:00,Cortez,21
6939,2023-03-16 13:03:00,Cortez Hill,149
6940,2023-03-16 13:03:00,East Village,738
6941,2023-03-16 13:03:00,Five Points,108
6942,2023-03-16 13:03:00,Gaslamp,194
6943,2023-03-16 13:03:00,Golden Hill,3
6944,2023-03-16 13:03:00,Hillcrest,449
6945,2023-03-16 13:03:00,Little Italy,395
6946,2023-03-16 13:03:00,Marina,460
6947,2023-03-16 13:03:00,Mission Hills,74
6948,2023-03-16 13:03:00,North Park,28
6949,2023-03-16 13:03:00,Point Loma,2
6950,2023-03-16 13:03:00,Talmadge,13
6951,2023-03-16 13:03:00,University Heights,40
6952,2023-03-16 13:04:00,Bankers Hill,343
6953,2023-03-16 13:04:00,Barrio Logan,9
6954,2023-03-16 13:04:00,College,2
6955,2023-03-16 13:04:00,Columbia,148
6956,2023-03-16 13:04:00,Core,158
6957,2023-03-16 13:04:00,Cortez,20
6958,2023-03-16 13:04:00,Cortez Hill,148
6959,2023-03-16 13:04:00,East Village,741
6960,2023-03-16 13:04:00,Five Points,108
6961,2023-03-16 13:04:00,Gaslamp,196
6962,2023-03-16 13:04:00,Golden Hill,3
6963,2023-03-16 13:04:00,Hillcrest,457
6964,2023-03-16 13:04:00,Little Italy,397
6965,2023-03-16 13:04:00,Marina,460
6966,2023-03-16 13:04:00,Mission Hills,77
6967,2023-03-16 13:04:00,North Park,29
6968,2023-03-16 13:04:00,Point Loma,2
6969,2023-03-16 13:04:00,Talmadge,13
6970,2023-03-16 13:04:00,University Heights,40
6971,2023-03-16 13:05:00,Bankers Hill,343
6972,2023-03-16 13:05:00,Barrio Logan,9
6973,2023-03-16 13:05:00,College,2
6974,2023-03-16 13:05:00,Columbia,151
6975,2023-03-16 13:05:00,Core,158
6976,2023-03-16 13:05:00,Cortez,21
6977,2023-03-16 13:05:00,Cortez Hill,147
6978,2023-03-16 13:05:00,East Village,741
6979,2023-03-16 13:05:00,Five Points,110
6980,2023-03-16 13:05:00,Gaslamp,197
6981,2023-03-16 13:05:00,Golden Hill,3
6982,2023-03-16 13:05:00,Hillcrest,461
6983,2023-03-16 13:05:00,Little Italy,399
6984,2023-03-16 13:05:00,Marina,461
6985,2023-03-16 13:05:00,Mission Hills,79
6986,2023-03-16 13:05:00,North Park,33
6987,2023-03-16 13:05:00,Point Loma,2
6988,2023-03-16 13:05:00,Talmadge,13
6989,2023-03-16 13:05:00,University Heights,41
6990,2023-03-16 13:06:00,Bankers Hill,342
6991,2023-03-16 13:06:00,Barrio Logan,9
6992,2023-03-16 13:06:00,College,2
6993,2023-03-16 13:06:00,Columbia,153
6994,2023-03-16 13:06:00,Core,160
6995,2023-03-16 13:06:00,Cortez,21
6996,2023-03-16 13:06:00,Cortez Hill,145
6997,2023-03-16 13:06:00,East Village,740
6998,2023-03-16 13:06:00,Five Points,109
6999,2023-03-16 13:06:00,Gaslamp,195
7000,2023-03-16 13:06:00,Golden Hill,3
7001,2023-03-16 13:06:00,Hillcrest,467
7002,2023-03-16 13:06:00,Little Italy,400
7003,2023-03-16 13:06:00,Marina,460
7004,2023-03-16 13:06:00,Mission Hills,79
7005,2023-03-16 13:06:00,North Park,36
7006,2023-03-16 13:06:00,Point Loma,2
7007,2023-03-16 13:06:00,Talmadge,13
