,time,area,count
1344,2023-03-16 07:54:00,Barrio Logan,2
1345,2023-03-16 07:54:00,College,2
1346,2023-03-16 07:54:00,Columbia,61
1347,2023-03-16 07:54:00,Core,47
1348,2023-03-16 07:54:00,Cortez,3
1349,2023-03-16 07:54:00,Cortez Hill,30
1350,2023-03-16 07:54:00,East Village,133
1351,2023-03-16 07:54:00,Five Points,1
1352,2023-03-16 07:54:00,Gaslamp,15
1353,2023-03-16 07:54:00,Hillcrest,15
1354,2023-03-16 07:54:00,Little Italy,45
1355,2023-03-16 07:54:00,Marina,121
1356,2023-03-16 07:54:00,Mission Hills,12
1357,2023-03-16 07:54:00,North Park,3
1358,2023-03-16 07:54:00,University Heights,8
1359,2023-03-16 07:55:00,Bankers Hill,37
1360,2023-03-16 07:55:00,Barrio Logan,2
1361,2023-03-16 07:55:00,College,2
1362,2023-03-16 07:55:00,Columbia,61
1363,2023-03-16 07:55:00,Core,50
1364,2023-03-16 07:55:00,Cortez,3
1365,2023-03-16 07:55:00,Cortez Hill,34
1366,2023-03-16 07:55:00,East Village,136
1367,2023-03-16 07:55:00,Five Points,1
1368,2023-03-16 07:55:00,Gaslamp,15
1369,2023-03-16 07:55:00,Hillcrest,15
1370,2023-03-16 07:55:00,Little Italy,47
1371,2023-03-16 07:55:00,Marina,121
1372,2023-03-16 07:55:00,Mission Hills,12
1373,2023-03-16 07:55:00,North Park,3
1374,2023-03-16 07:55:00,University Heights,8
1375,2023-03-16 07:56:00,Bankers Hill,38
1376,2023-03-16 07:56:00,Barrio Logan,2
1377,2023-03-16 07:56:00,College,2
1378,2023-03-16 07:56:00,Columbia,61
1379,2023-03-16 07:56:00,Core,52
1380,2023-03-16 07:56:00,Cortez,3
1381,2023-03-16 07:56:00,Cortez Hill,40
1382,2023-03-16 07:56:00,East Village,139
1383,2023-03-16 07:56:00,Five Points,1
1384,2023-03-16 07:56:00,Gaslamp,15
1385,2023-03-16 07:56:00,Hillcrest,17
1386,2023-03-16 07:56:00,Little Italy,48
1387,2023-03-16 07:56:00,Marina,125
1388,2023-03-16 07:56:00,Mission Hills,12
1389,2023-03-16 07:56:00,North Park,3
1390,2023-03-16 07:56:00,University Heights,8
1391,2023-03-16 07:57:00,Bankers Hill,39
1392,2023-03-16 07:57:00,Barrio Logan,2
1393,2023-03-16 07:57:00,College,2
1394,2023-03-16 07:57:00,Columbia,61
1395,2023-03-16 07:57:00,Core,53
1396,2023-03-16 07:57:00,Cortez,3
1397,2023-03-16 07:57:00,Cortez Hill,42
1398,2023-03-16 07:57:00,East Village,142
1399,2023-03-16 07:57:00,Five Points,1
1400,2023-03-16 07:57:00,Gaslamp,16
1401,2023-03-16 07:57:00,Hillcrest,17
1402,2023-03-16 07:57:00,Little Italy,50
1403,2023-03-16 07:57:00,Marina,129
1404,2023-03-16 07:57:00,Mission Hills,14
1405,2023-03-16 07:57:00,North Park,3
1406,2023-03-16 07:57:00,University Heights,9
1407,2023-03-16 07:58:00,Bankers Hill,42
1408,2023-03-16 07:58:00,Barrio Logan,2
1409,2023-03-16 07:58:00,College,2
1410,2023-03-16 07:58:00,Columbia,61
1411,2023-03-16 07:58:00,Core,54
1412,2023-03-16 07:58:00,Cortez,4
1413,2023-03-16 07:58:00,Cortez Hill,43
1414,2023-03-16 07:58:00,East Village,145
1415,2023-03-16 07:58:00,Five Points,1
1416,2023-03-16 07:58:00,Gaslamp,17
1417,2023-03-16 07:58:00,Hillcrest,18
1418,2023-03-16 07:58:00,Little Italy,55
1419,2023-03-16 07:58:00,Marina,132
1420,2023-03-16 07:58:00,Mission Hills,14
1421,2023-03-16 07:58:00,North Park,3
1422,2023-03-16 07:58:00,University Heights,9
1423,2023-03-16 07:59:00,Bankers Hill,45
1424,2023-03-16 07:59:00,Barrio Logan,2
1425,2023-03-16 07:59:00,College,2
1426,2023-03-16 07:59:00,Columbia,62
1427,2023-03-16 07:59:00,Core,57
1428,2023-03-16 07:59:00,Cortez,4
1429,2023-03-16 07:59:00,Cortez Hill,43
1430,2023-03-16 07:59:00,East Village,149
1431,2023-03-16 07:59:00,Five Points,1
1432,2023-03-16 07:59:00,Gaslamp,17
1433,2023-03-16 07:59:00,Hillcrest,19
1434,2023-03-16 07:59:00,Little Italy,58
1435,2023-03-16 07:59:00,Marina,133
1436,2023-03-16 07:59:00,Mission Hills,14
1437,2023-03-16 07:59:00,North Park,5
1438,2023-03-16 07:59:00,University Heights,10
1439,2023-03-16 08:00:00,Bankers Hill,49
1440,2023-03-16 08:00:00,Barrio Logan,2
1441,2023-03-16 08:00:00,College,2
1442,2023-03-16 08:00:00,Columbia,64
1443,2023-03-16 08:00:00,Core,62
1444,2023-03-16 08:00:00,Cortez,5
1445,2023-03-16 08:00:00,Cortez Hill,43
1446,2023-03-16 08:00:00,East Village,153
1447,2023-03-16 08:00:00,Five Points,1
1448,2023-03-16 08:00:00,Gaslamp,17
1449,2023-03-16 08:00:00,Hillcrest,20
1450,2023-03-16 08:00:00,Little Italy,61
1451,2023-03-16 08:00:00,Marina,134
1452,2023-03-16 08:00:00,Mission Hills,14
1453,2023-03-16 08:00:00,North Park,5
1454,2023-03-16 08:00:00,University Heights,10
1455,2023-03-16 08:01:00,Bankers Hill,53
1456,2023-03-16 08:01:00,Barrio Logan,2
1457,2023-03-16 08:01:00,College,2
1458,2023-03-16 08:01:00,Columbia,67
1459,2023-03-16 08:01:00,Core,64
1460,2023-03-16 08:01:00,Cortez,5
1461,2023-03-16 08:01:00,Cortez Hill,45
1462,2023-03-16 08:01:00,East Village,163
1463,2023-03-16 08:01:00,Five Points,1
1464,2023-03-16 08:01:00,Gaslamp,18
1465,2023-03-16 08:01:00,Hillcrest,22
1466,2023-03-16 08:01:00,Little Italy,66
1467,2023-03-16 08:01:00,Marina,136
1468,2023-03-16 08:01:00,Mission Hills,14
1469,2023-03-16 08:01:00,North Park,5
1470,2023-03-16 08:01:00,University Heights,10
1471,2023-03-16 08:02:00,Bankers Hill,55
1472,2023-03-16 08:02:00,Barrio Logan,2
1473,2023-03-16 08:02:00,College,2
1474,2023-03-16 08:02:00,Columbia,67
1475,2023-03-16 08:02:00,Core,67
1476,2023-03-16 08:02:00,Cortez,5
1477,2023-03-16 08:02:00,Cortez Hill,51
1478,2023-03-16 08:02:00,East Village,172
1479,2023-03-16 08:02:00,Five Points,1
1480,2023-03-16 08:02:00,Gaslamp,18
1481,2023-03-16 08:02:00,Hillcrest,22
1482,2023-03-16 08:02:00,Little Italy,69
1483,2023-03-16 08:02:00,Marina,139
1484,2023-03-16 08:02:00,Mission Hills,15
1485,2023-03-16 08:02:00,North Park,5
1486,2023-03-16 08:02:00,University Heights,11
1487,2023-03-16 08:03:00,Bankers Hill,55
1488,2023-03-16 08:03:00,Barrio Logan,2
1489,2023-03-16 08:03:00,College,4
1490,2023-03-16 08:03:00,Columbia,70
1491,2023-03-16 08:03:00,Core,68
1492,2023-03-16 08:03:00,Cortez,5
1493,2023-03-16 08:03:00,Cortez Hill,52
1494,2023-03-16 08:03:00,East Village,176
1495,2023-03-16 08:03:00,Five Points,1
1496,2023-03-16 08:03:00,Gaslamp,20
1497,2023-03-16 08:03:00,Hillcrest,22
1498,2023-03-16 08:03:00,Little Italy,71
1499,2023-03-16 08:03:00,Marina,145
1500,2023-03-16 08:03:00,Mission Hills,16
1501,2023-03-16 08:03:00,North Park,5
1502,2023-03-16 08:03:00,University Heights,11
1503,2023-03-16 08:04:00,Bankers Hill,57
1504,2023-03-16 08:04:00,Barrio Logan,2
1505,2023-03-16 08:04:00,College,7
1506,2023-03-16 08:04:00,Columbia,73
1507,2023-03-16 08:04:00,Core,69
1508,2023-03-16 08:04:00,Cortez,5
1509,2023-03-16 08:04:00,Cortez Hill,54
1510,2023-03-16 08:04:00,East Village,180
1511,2023-03-16 08:04:00,Five Points,1
1512,2023-03-16 08:04:00,Gaslamp,21
1513,2023-03-16 08:04:00,Hillcrest,22
1514,2023-03-16 08:04:00,Little Italy,74
1515,2023-03-16 08:04:00,Marina,147
1516,2023-03-16 08:04:00,Mission Hills,16
1517,2023-03-16 08:04:00,North Park,5
1518,2023-03-16 08:04:00,University Heights,11
1519,2023-03-16 08:05:00,Bankers Hill,61
1520,2023-03-16 08:05:00,Barrio Logan,2
1521,2023-03-16 08:05:00,College,7
1522,2023-03-16 08:05:00,Columbia,74
1523,2023-03-16 08:05:00,Core,69
1524,2023-03-16 08:05:00,Cortez,5
1525,2023-03-16 08:05:00,Cortez Hill,55
1526,2023-03-16 08:05:00,East Village,182
1527,2023-03-16 08:05:00,Five Points,1
1528,2023-03-16 08:05:00,Gaslamp,23
1529,2023-03-16 08:05:00,Hillcrest,23
1530,2023-03-16 08:05:00,Little Italy,74
1531,2023-03-16 08:05:00,Marina,152
1532,2023-03-16 08:05:00,Mission Hills,14
1533,2023-03-16 08:05:00,North Park,6
1534,2023-03-16 08:05:00,University Heights,11
1535,2023-03-16 08:06:00,Bankers Hill,61
1536,2023-03-16 08:06:00,Barrio Logan,2
1537,2023-03-16 08:06:00,College,7
1538,2023-03-16 08:06:00,Columbia,77
1539,2023-03-16 08:06:00,Core,73
1540,2023-03-16 08:06:00,Cortez,6
1541,2023-03-16 08:06:00,Cortez Hill,56
1542,2023-03-16 08:06:00,East Village,186
1543,2023-03-16 08:06:00,Five Points,1
1544,2023-03-16 08:06:00,Gaslamp,23
1545,2023-03-16 08:06:00,Hillcrest,23
1546,2023-03-16 08:06:00,Little Italy,75
1547,2023-03-16 08:06:00,Marina,160
1548,2023-03-16 08:06:00,Mission Hills,14
1549,2023-03-16 08:06:00,North Park,6
1550,2023-03-16 08:06:00,University Heights,11
1551,2023-03-16 08:07:00,Bankers Hill,63
1552,2023-03-16 08:07:00,Barrio Logan,2
1553,2023-03-16 08:07:00,College,7
1554,2023-03-16 08:07:00,Columbia,78
1555,2023-03-16 08:07:00,Core,76
1556,2023-03-16 08:07:00,Cortez,6
1557,2023-03-16 08:07:00,Cortez Hill,59
1558,2023-03-16 08:07:00,East Village,190
1559,2023-03-16 08:07:00,Five Points,1
1560,2023-03-16 08:07:00,Gaslamp,24
1561,2023-03-16 08:07:00,Hillcrest,24
1562,2023-03-16 08:07:00,Little Italy,75
1563,2023-03-16 08:07:00,Marina,165
1564,2023-03-16 08:07:00,Mission Hills,14
1565,2023-03-16 08:07:00,North Park,6
1566,2023-03-16 08:07:00,University Heights,11
1567,2023-03-16 08:08:00,Bankers Hill,65
1568,2023-03-16 08:08:00,Barrio Logan,2
1569,2023-03-16 08:08:00,College,7
1570,2023-03-16 08:08:00,Columbia,79
1571,2023-03-16 08:08:00,Core,79
1572,2023-03-16 08:08:00,Cortez,7
1573,2023-03-16 08:08:00,Cortez Hill,61
1574,2023-03-16 08:08:00,East Village,192
1575,2023-03-16 08:08:00,Five Points,2
1576,2023-03-16 08:08:00,Gaslamp,27
1577,2023-03-16 08:08:00,Hillcrest,25
1578,2023-03-16 08:08:00,Little Italy,78
1579,2023-03-16 08:08:00,Marina,167
1580,2023-03-16 08:08:00,Mission Hills,14
1581,2023-03-16 08:08:00,North Park,6
1582,2023-03-16 08:08:00,University Heights,12
1583,2023-03-16 08:09:00,Bankers Hill,70
1584,2023-03-16 08:09:00,Barrio Logan,2
1585,2023-03-16 08:09:00,College,7
1586,2023-03-16 08:09:00,Columbia,81
1587,2023-03-16 08:09:00,Core,83
1588,2023-03-16 08:09:00,Cortez,7
1589,2023-03-16 08:09:00,Cortez Hill,60
1590,2023-03-16 08:09:00,East Village,197
1591,2023-03-16 08:09:00,Five Points,2
1592,2023-03-16 08:09:00,Gaslamp,27
1593,2023-03-16 08:09:00,Hillcrest,25
1594,2023-03-16 08:09:00,Little Italy,81
1595,2023-03-16 08:09:00,Marina,171
1596,2023-03-16 08:09:00,Mission Hills,14
1597,2023-03-16 08:09:00,North Park,6
1598,2023-03-16 08:09:00,University Heights,13
1599,2023-03-16 08:10:00,Bankers Hill,69
1600,2023-03-16 08:10:00,Barrio Logan,2
1601,2023-03-16 08:10:00,College,7
1602,2023-03-16 08:10:00,Columbia,84
1603,2023-03-16 08:10:00,Core,84
1604,2023-03-16 08:10:00,Cortez,7
1605,2023-03-16 08:10:00,Cortez Hill,60
1606,2023-03-16 08:10:00,East Village,201
1607,2023-03-16 08:10:00,Five Points,2
1608,2023-03-16 08:10:00,Gaslamp,27
1609,2023-03-16 08:10:00,Hillcrest,25
1610,2023-03-16 08:10:00,Little Italy,85
1611,2023-03-16 08:10:00,Marina,172
1612,2023-03-16 08:10:00,Mission Hills,15
1613,2023-03-16 08:10:00,North Park,6
1614,2023-03-16 08:10:00,University Heights,15
1615,2023-03-16 08:11:00,Bankers Hill,72
1616,2023-03-16 08:11:00,Barrio Logan,2
1617,2023-03-16 08:11:00,College,7
1618,2023-03-16 08:11:00,Columbia,85
1619,2023-03-16 08:11:00,Core,87
1620,2023-03-16 08:11:00,Cortez,7
1621,2023-03-16 08:11:00,Cortez Hill,63
1622,2023-03-16 08:11:00,East Village,205
1623,2023-03-16 08:11:00,Five Points,2
1624,2023-03-16 08:11:00,Gaslamp,28
1625,2023-03-16 08:11:00,Hillcrest,26
1626,2023-03-16 08:11:00,Little Italy,88
1627,2023-03-16 08:11:00,Marina,175
1628,2023-03-16 08:11:00,Mission Hills,15
1629,2023-03-16 08:11:00,North Park,7
1630,2023-03-16 08:11:00,University Heights,17
1631,2023-03-16 08:12:00,Bankers Hill,72
1632,2023-03-16 08:12:00,Barrio Logan,2
1633,2023-03-16 08:12:00,College,7
1634,2023-03-16 08:12:00,Columbia,83
1635,2023-03-16 08:12:00,Core,88
1636,2023-03-16 08:12:00,Cortez,6
1637,2023-03-16 08:12:00,Cortez Hill,63
1638,2023-03-16 08:12:00,East Village,205
1639,2023-03-16 08:12:00,Five Points,2
1640,2023-03-16 08:12:00,Gaslamp,28
1641,2023-03-16 08:12:00,Hillcrest,24
1642,2023-03-16 08:12:00,Little Italy,89
1643,2023-03-16 08:12:00,Marina,178
1644,2023-03-16 08:12:00,Mission Hills,14
1645,2023-03-16 08:12:00,North Park,7
1646,2023-03-16 08:12:00,University Heights,14
1647,2023-03-16 08:13:00,Bankers Hill,75
1648,2023-03-16 08:13:00,Barrio Logan,2
1649,2023-03-16 08:13:00,College,7
1650,2023-03-16 08:13:00,Columbia,84
1651,2023-03-16 08:13:00,Core,89
1652,2023-03-16 08:13:00,Cortez,6
1653,2023-03-16 08:13:00,Cortez Hill,63
1654,2023-03-16 08:13:00,East Village,211
1655,2023-03-16 08:13:00,Five Points,2
1656,2023-03-16 08:13:00,Gaslamp,28
1657,2023-03-16 08:13:00,Hillcrest,24
1658,2023-03-16 08:13:00,Little Italy,93
1659,2023-03-16 08:13:00,Marina,179
1660,2023-03-16 08:13:00,Mission Hills,14
1661,2023-03-16 08:13:00,North Park,7
1662,2023-03-16 08:13:00,University Heights,15
1663,2023-03-16 08:14:00,Bankers Hill,76
1664,2023-03-16 08:14:00,Barrio Logan,2
1665,2023-03-16 08:14:00,College,7
1666,2023-03-16 08:14:00,Columbia,85
1667,2023-03-16 08:14:00,Core,89
1668,2023-03-16 08:14:00,Cortez,6
1669,2023-03-16 08:14:00,Cortez Hill,67
1670,2023-03-16 08:14:00,East Village,219
1671,2023-03-16 08:14:00,Five Points,2
1672,2023-03-16 08:14:00,Gaslamp,28
1673,2023-03-16 08:14:00,Hillcrest,24
1674,2023-03-16 08:14:00,Little Italy,96
1675,2023-03-16 08:14:00,Marina,180
1676,2023-03-16 08:14:00,Mission Hills,14
1677,2023-03-16 08:14:00,North Park,7
1678,2023-03-16 08:14:00,University Heights,16
1679,2023-03-16 08:15:00,Bankers Hill,77
1680,2023-03-16 08:15:00,Barrio Logan,2
1681,2023-03-16 08:15:00,College,7
1682,2023-03-16 08:15:00,Columbia,86
1683,2023-03-16 08:15:00,Core,89
1684,2023-03-16 08:15:00,Cortez,6
1685,2023-03-16 08:15:00,Cortez Hill,67
1686,2023-03-16 08:15:00,East Village,223
1687,2023-03-16 08:15:00,Five Points,2
1688,2023-03-16 08:15:00,Gaslamp,30
1689,2023-03-16 08:15:00,Hillcrest,25
1690,2023-03-16 08:15:00,Little Italy,98
1691,2023-03-16 08:15:00,Marina,184
1692,2023-03-16 08:15:00,Mission Hills,15
1693,2023-03-16 08:15:00,North Park,7
1694,2023-03-16 08:15:00,University Heights,17
1695,2023-03-16 08:16:00,Bankers Hill,80
1696,2023-03-16 08:16:00,Barrio Logan,2
1697,2023-03-16 08:16:00,College,7
1698,2023-03-16 08:16:00,Columbia,86
1699,2023-03-16 08:16:00,Core,90
1700,2023-03-16 08:16:00,Cortez,6
1701,2023-03-16 08:16:00,Cortez Hill,68
1702,2023-03-16 08:16:00,East Village,228
1703,2023-03-16 08:16:00,Five Points,2
1704,2023-03-16 08:16:00,Gaslamp,30
1705,2023-03-16 08:16:00,Hillcrest,25
1706,2023-03-16 08:16:00,Little Italy,100
1707,2023-03-16 08:16:00,Marina,186
1708,2023-03-16 08:16:00,Mission Hills,14
1709,2023-03-16 08:16:00,North Park,6
1710,2023-03-16 08:16:00,University Heights,16
1711,2023-03-16 08:17:00,Bankers Hill,84
1712,2023-03-16 08:17:00,Barrio Logan,2
1713,2023-03-16 08:17:00,College,7
1714,2023-03-16 08:17:00,Columbia,87
1715,2023-03-16 08:17:00,Core,93
1716,2023-03-16 08:17:00,Cortez,8
1717,2023-03-16 08:17:00,Cortez Hill,68
1718,2023-03-16 08:17:00,East Village,234
1719,2023-03-16 08:17:00,Five Points,2
1720,2023-03-16 08:17:00,Gaslamp,30
1721,2023-03-16 08:17:00,Hillcrest,26
1722,2023-03-16 08:17:00,Little Italy,103
1723,2023-03-16 08:17:00,Marina,188
1724,2023-03-16 08:17:00,Mission Hills,14
1725,2023-03-16 08:17:00,North Park,6
1726,2023-03-16 08:17:00,University Heights,16
1727,2023-03-16 08:18:00,Bankers Hill,84
1728,2023-03-16 08:18:00,Barrio Logan,2
1729,2023-03-16 08:18:00,College,7
1730,2023-03-16 08:18:00,Columbia,88
1731,2023-03-16 08:18:00,Core,94
1732,2023-03-16 08:18:00,Cortez,8
1733,2023-03-16 08:18:00,Cortez Hill,67
1734,2023-03-16 08:18:00,East Village,235
1735,2023-03-16 08:18:00,Five Points,3
1736,2023-03-16 08:18:00,Gaslamp,30
1737,2023-03-16 08:18:00,Hillcrest,28
1738,2023-03-16 08:18:00,Little Italy,106
1739,2023-03-16 08:18:00,Marina,190
1740,2023-03-16 08:18:00,Mission Hills,14
1741,2023-03-16 08:18:00,North Park,5
1742,2023-03-16 08:18:00,University Heights,16
1743,2023-03-16 08:19:00,Bankers Hill,86
1744,2023-03-16 08:19:00,Barrio Logan,2
1745,2023-03-16 08:19:00,College,7
1746,2023-03-16 08:19:00,Columbia,88
1747,2023-03-16 08:19:00,Core,94
1748,2023-03-16 08:19:00,Cortez,8
1749,2023-03-16 08:19:00,Cortez Hill,70
1750,2023-03-16 08:19:00,East Village,237
1751,2023-03-16 08:19:00,Five Points,3
1752,2023-03-16 08:19:00,Gaslamp,30
1753,2023-03-16 08:19:00,Hillcrest,29
1754,2023-03-16 08:19:00,Little Italy,107
1755,2023-03-16 08:19:00,Marina,194
1756,2023-03-16 08:19:00,Mission Hills,14
1757,2023-03-16 08:19:00,North Park,6
1758,2023-03-16 08:19:00,University Heights,15
1759,2023-03-16 08:20:00,Bankers Hill,90
1760,2023-03-16 08:20:00,Barrio Logan,2
1761,2023-03-16 08:20:00,College,7
1762,2023-03-16 08:20:00,Columbia,89
1763,2023-03-16 08:20:00,Core,93
1764,2023-03-16 08:20:00,Cortez,8
1765,2023-03-16 08:20:00,Cortez Hill,70
1766,2023-03-16 08:20:00,East Village,237
1767,2023-03-16 08:20:00,Five Points,3
1768,2023-03-16 08:20:00,Gaslamp,30
1769,2023-03-16 08:20:00,Hillcrest,29
1770,2023-03-16 08:20:00,Little Italy,110
1771,2023-03-16 08:20:00,Marina,196
1772,2023-03-16 08:20:00,Mission Hills,15
1773,2023-03-16 08:20:00,North Park,6
1774,2023-03-16 08:20:00,University Heights,15
1775,2023-03-16 08:21:00,Bankers Hill,90
1776,2023-03-16 08:21:00,Barrio Logan,2
1777,2023-03-16 08:21:00,College,7
1778,2023-03-16 08:21:00,Columbia,92
1779,2023-03-16 08:21:00,Core,96
1780,2023-03-16 08:21:00,Cortez,8
1781,2023-03-16 08:21:00,Cortez Hill,69
1782,2023-03-16 08:21:00,East Village,240
1783,2023-03-16 08:21:00,Five Points,3
1784,2023-03-16 08:21:00,Gaslamp,31
1785,2023-03-16 08:21:00,Hillcrest,29
1786,2023-03-16 08:21:00,Little Italy,109
1787,2023-03-16 08:21:00,Marina,197
1788,2023-03-16 08:21:00,Mission Hills,15
1789,2023-03-16 08:21:00,North Park,6
1790,2023-03-16 08:21:00,University Heights,15
1791,2023-03-16 08:22:00,Bankers Hill,94
1792,2023-03-16 08:22:00,Barrio Logan,2
1793,2023-03-16 08:22:00,College,7
1794,2023-03-16 08:22:00,Columbia,95
1795,2023-03-16 08:22:00,Core,98
1796,2023-03-16 08:22:00,Cortez,8
1797,2023-03-16 08:22:00,Cortez Hill,70
1798,2023-03-16 08:22:00,East Village,242
1799,2023-03-16 08:22:00,Five Points,3
1800,2023-03-16 08:22:00,Gaslamp,33
1801,2023-03-16 08:22:00,Golden Hill,1
1802,2023-03-16 08:22:00,Hillcrest,29
1803,2023-03-16 08:22:00,Little Italy,110
1804,2023-03-16 08:22:00,Marina,199
1805,2023-03-16 08:22:00,Mission Hills,17
1806,2023-03-16 08:22:00,North Park,6
1807,2023-03-16 08:22:00,University Heights,16
1808,2023-03-16 08:23:00,Bankers Hill,95
1809,2023-03-16 08:23:00,Barrio Logan,2
1810,2023-03-16 08:23:00,College,7
1811,2023-03-16 08:23:00,Columbia,97
1812,2023-03-16 08:23:00,Core,100
1813,2023-03-16 08:23:00,Cortez,8
1814,2023-03-16 08:23:00,Cortez Hill,71
1815,2023-03-16 08:23:00,East Village,246
1816,2023-03-16 08:23:00,Five Points,3
1817,2023-03-16 08:23:00,Gaslamp,33
1818,2023-03-16 08:23:00,Golden Hill,1
1819,2023-03-16 08:23:00,Hillcrest,29
1820,2023-03-16 08:23:00,Little Italy,111
1821,2023-03-16 08:23:00,Marina,200
1822,2023-03-16 08:23:00,Mission Hills,17
1823,2023-03-16 08:23:00,North Park,6
1824,2023-03-16 08:23:00,University Heights,18
1825,2023-03-16 08:24:00,Bankers Hill,93
1826,2023-03-16 08:24:00,Barrio Logan,2
1827,2023-03-16 08:24:00,College,7
1828,2023-03-16 08:24:00,Columbia,95
1829,2023-03-16 08:24:00,Core,98
1830,2023-03-16 08:24:00,Cortez,8
1831,2023-03-16 08:24:00,Cortez Hill,72
1832,2023-03-16 08:24:00,East Village,251
1833,2023-03-16 08:24:00,Five Points,3
1834,2023-03-16 08:24:00,Gaslamp,34
1835,2023-03-16 08:24:00,Golden Hill,2
1836,2023-03-16 08:24:00,Hillcrest,29
1837,2023-03-16 08:24:00,Little Italy,112
1838,2023-03-16 08:24:00,Marina,204
1839,2023-03-16 08:24:00,Mission Hills,16
1840,2023-03-16 08:24:00,North Park,7
1841,2023-03-16 08:24:00,University Heights,20
1842,2023-03-16 08:25:00,Bankers Hill,94
1843,2023-03-16 08:25:00,Barrio Logan,2
1844,2023-03-16 08:25:00,College,7
1845,2023-03-16 08:25:00,Columbia,95
1846,2023-03-16 08:25:00,Core,98
1847,2023-03-16 08:25:00,Cortez,8
1848,2023-03-16 08:25:00,Cortez Hill,72
1849,2023-03-16 08:25:00,East Village,256
1850,2023-03-16 08:25:00,Five Points,3
1851,2023-03-16 08:25:00,Gaslamp,34
1852,2023-03-16 08:25:00,Golden Hill,2
1853,2023-03-16 08:25:00,Hillcrest,30
1854,2023-03-16 08:25:00,Little Italy,113
1855,2023-03-16 08:25:00,Marina,206
1856,2023-03-16 08:25:00,Mission Hills,16
1857,2023-03-16 08:25:00,North Park,9
1858,2023-03-16 08:25:00,University Heights,21
1859,2023-03-16 08:26:00,Bankers Hill,95
1860,2023-03-16 08:26:00,Barrio Logan,2
1861,2023-03-16 08:26:00,College,7
1862,2023-03-16 08:26:00,Columbia,97
1863,2023-03-16 08:26:00,Core,97
1864,2023-03-16 08:26:00,Cortez,8
1865,2023-03-16 08:26:00,Cortez Hill,73
1866,2023-03-16 08:26:00,East Village,258
1867,2023-03-16 08:26:00,Five Points,3
1868,2023-03-16 08:26:00,Gaslamp,34
1869,2023-03-16 08:26:00,Golden Hill,2
1870,2023-03-16 08:26:00,Hillcrest,30
1871,2023-03-16 08:26:00,Little Italy,115
1872,2023-03-16 08:26:00,Marina,208
1873,2023-03-16 08:26:00,Mission Hills,17
1874,2023-03-16 08:26:00,North Park,10
1875,2023-03-16 08:26:00,University Heights,22
1876,2023-03-16 08:27:00,Bankers Hill,98
1877,2023-03-16 08:27:00,Barrio Logan,2
1878,2023-03-16 08:27:00,College,7
1879,2023-03-16 08:27:00,Columbia,98
1880,2023-03-16 08:27:00,Core,99
1881,2023-03-16 08:27:00,Cortez,8
1882,2023-03-16 08:27:00,Cortez Hill,73
1883,2023-03-16 08:27:00,East Village,261
1884,2023-03-16 08:27:00,Five Points,3
1885,2023-03-16 08:27:00,Gaslamp,34
1886,2023-03-16 08:27:00,Golden Hill,2
1887,2023-03-16 08:27:00,Hillcrest,30
1888,2023-03-16 08:27:00,Little Italy,116
1889,2023-03-16 08:27:00,Marina,210
1890,2023-03-16 08:27:00,Mission Hills,18
1891,2023-03-16 08:27:00,North Park,10
1892,2023-03-16 08:27:00,University Heights,22
1893,2023-03-16 08:28:00,Bankers Hill,103
1894,2023-03-16 08:28:00,Barrio Logan,2
1895,2023-03-16 08:28:00,College,7
1896,2023-03-16 08:28:00,Columbia,100
1897,2023-03-16 08:28:00,Core,99
1898,2023-03-16 08:28:00,Cortez,8
1899,2023-03-16 08:28:00,Cortez Hill,73
1900,2023-03-16 08:28:00,East Village,265
1901,2023-03-16 08:28:00,Five Points,3
1902,2023-03-16 08:28:00,Gaslamp,35
1903,2023-03-16 08:28:00,Golden Hill,2
1904,2023-03-16 08:28:00,Hillcrest,30
1905,2023-03-16 08:28:00,Little Italy,116
1906,2023-03-16 08:28:00,Marina,214
1907,2023-03-16 08:28:00,Mission Hills,19
1908,2023-03-16 08:28:00,North Park,11
1909,2023-03-16 08:28:00,University Heights,22
1910,2023-03-16 08:29:00,Bankers Hill,110
1911,2023-03-16 08:29:00,Barrio Logan,2
1912,2023-03-16 08:29:00,College,7
1913,2023-03-16 08:29:00,Columbia,100
1914,2023-03-16 08:29:00,Core,101
1915,2023-03-16 08:29:00,Cortez,8
1916,2023-03-16 08:29:00,Cortez Hill,74
1917,2023-03-16 08:29:00,East Village,270
1918,2023-03-16 08:29:00,Five Points,3
1919,2023-03-16 08:29:00,Gaslamp,35
1920,2023-03-16 08:29:00,Golden Hill,2
1921,2023-03-16 08:29:00,Hillcrest,30
1922,2023-03-16 08:29:00,Little Italy,117
1923,2023-03-16 08:29:00,Marina,216
1924,2023-03-16 08:29:00,Mission Hills,20
1925,2023-03-16 08:29:00,North Park,14
1926,2023-03-16 08:29:00,University Heights,23
1927,2023-03-16 08:30:00,Bankers Hill,113
1928,2023-03-16 08:30:00,Barrio Logan,2
1929,2023-03-16 08:30:00,College,7
1930,2023-03-16 08:30:00,Columbia,100
1931,2023-03-16 08:30:00,Core,104
1932,2023-03-16 08:30:00,Cortez,8
1933,2023-03-16 08:30:00,Cortez Hill,76
1934,2023-03-16 08:30:00,East Village,273
1935,2023-03-16 08:30:00,Five Points,3
1936,2023-03-16 08:30:00,Gaslamp,35
1937,2023-03-16 08:30:00,Golden Hill,2
